target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	41.1747	1.08027	0.803992
ENSGALT00000092144.1	105	60.1968	0	0
ENSGALT00000097599.1	99	56.3315	18.1667	9.88265
ENSGALT00000096074.1	282	41.1747	0	0
ENSGALT00000093123.1	285	41.8446	0	0
ENSGALT00000095759.1	297	45.0851	22.9648	15.6091
ENSGALT00000098150.1	207	34.7658	5.68582	5.01175
ENSGALT00000088071.2	171	44.7969	0	0
ENSGALT00000101747.1	111	64.9062	0	0
ENSGALT00000034018.5	285	41.8446	1.11357	0.815507
ENSGALT00000098775.1	282	41.1747	1	0.744248
ENSGALT00000105314.1	288	42.7846	8.88643	6.36484
ENSGALT00000103186.1	204	35.052	0	0
ENSGALT00000095006.1	282	41.1747	5.07699	3.77853
ENSGALT00000093599.1	297	45.0851	41.1204	27.9494
ENSGALT00000106599.1	288	42.7846	18.6273	13.3417
ENSGALT00000106076.1	288	42.7846	0	0
ENSGALT00000092569.1	207	34.7658	9.23802	8.14283
ENSGALT00000097506.1	282	41.1747	2	1.4885
ENSGALT00000102408.1	174	43.0308	0	0
ENSGALT00000085358.2	261	37.6298	7.16893	5.83809
ENSGALT00000090665.1	207	34.7658	0	0
ENSGALT00000104147.1	282	41.1747	60.8707	45.3029
ENSGALT00000009519.6	312	50.1412	2241	1369.61
ENSGALT00000107510.1	303	47.0146	4.18638	2.72869
ENSGALT00000102297.1	300	46.0458	5.57465	3.71002
ENSGALT00000106260.1	300	46.0458	1.04889	0.69805
ENSGALT00000091808.1	303	47.0146	13.5169	8.81032
ENSGALT00000107033.1	300	46.0458	0	0
ENSGALT00000093063.1	303	47.0146	8.81916	5.74835
ENSGALT00000093463.1	303	47.0146	1.05394	0.686962
ENSGALT00000097156.1	300	46.0458	0	0
ENSGALT00000107238.1	306	48.0232	0	0
ENSGALT00000103224.1	303	47.0146	5.50188	3.58614
ENSGALT00000076576.2	300	46.0458	26.9992	17.9684
ENSGALT00000100705.1	303	47.0146	15.505	10.1062
ENSGALT00000095032.1	297	45.0851	18.9657	12.8909
ENSGALT00000095957.1	300	46.0458	0	0
ENSGALT00000104488.1	291	43.4741	0	0
ENSGALT00000090393.1	300	46.0458	0	0
ENSGALT00000107783.1	300	46.0458	24.9055	16.575
ENSGALT00000101333.1	300	46.0458	0	0
ENSGALT00000105767.1	300	46.0458	0	0
ENSGALT00000103134.1	303	47.0146	0	0
ENSGALT00000091408.1	300	46.0458	0	0
ENSGALT00000097586.1	300	46.0458	0	0
ENSGALT00000091033.1	303	47.0146	13.982	9.11352
ENSGALT00000107771.1	300	46.0458	0	0
ENSGALT00000106915.1	303	47.0146	0	0
ENSGALT00000091553.1	303	47.0146	12.0822	7.87521
ENSGALT00000093743.1	303	47.0146	1.34935	0.879507
ENSGALT00000106326.1	303	47.0146	1.28543	0.837844
ENSGALT00000095681.1	300	46.0458	22.8324	15.1953
ENSGALT00000106995.1	300	46.0458	0	0
ENSGALT00000100646.1	300	46.0458	35.7214	23.7731
ENSGALT00000096595.1	303	47.0146	11.4291	7.44954
ENSGALT00000097847.1	300	46.0458	0	0
ENSGALT00000105763.1	303	47.0146	0	0
ENSGALT00000101575.1	300	46.0458	0	0
ENSGALT00000107864.1	303	47.0146	5.54199	3.61228
ENSGALT00000105971.1	300	46.0458	0	0
ENSGALT00000095502.1	303	47.0146	0	0
ENSGALT00000092747.1	300	46.0458	0	0
ENSGALT00000091562.1	306	48.0232	0	0
ENSGALT00000094104.1	303	47.0146	5.50188	3.58614
ENSGALT00000090412.1	303	47.0146	0	0
ENSGALT00000101020.1	303	47.0146	15.505	10.1062
ENSGALT00000102707.1	303	47.0146	0	0
ENSGALT00000093555.1	303	47.0146	15.8311	10.3187
ENSGALT00000096330.1	300	46.0458	18.6804	12.4321
ENSGALT00000096025.1	300	46.0458	0	0
ENSGALT00000107692.1	300	46.0458	0	0
ENSGALT00000105196.1	303	47.0146	0	0
ENSGALT00000093144.1	300	46.0458	0	0
ENSGALT00000095235.1	300	46.0458	24.9055	16.575
ENSGALT00000094112.1	300	46.0458	20.5812	13.6971
ENSGALT00000100750.1	303	47.0146	23.114	15.0657
ENSGALT00000105296.1	303	47.0146	49.3907	32.193
ENSGALT00000098355.1	303	47.0146	43.2902	28.2167
ENSGALT00000098909.1	300	46.0458	0	0
ENSGALT00000104847.1	303	47.0146	15.9339	10.3858
ENSGALT00000108026.1	303	47.0146	0	0
ENSGALT00000103665.1	303	47.0146	3.34111	2.17774
ENSGALT00000105628.1	303	47.0146	0	0
ENSGALT00000097081.1	300	46.0458	0	0
ENSGALT00000105645.1	291	43.4741	25.5284	17.9946
ENSGALT00000098506.1	300	46.0458	0	0
ENSGALT00000096927.1	303	47.0146	27.3857	17.8501
ENSGALT00000105629.1	303	47.0146	13.5164	8.81001
ENSGALT00000093613.1	300	46.0458	32.1689	21.4089
ENSGALT00000099537.1	303	47.0146	9.72838	6.34098
ENSGALT00000092633.1	303	47.0146	0	0
ENSGALT00000104205.1	303	47.0146	59.9867	39.0995
ENSGALT00000108182.1	303	47.0146	0	0
ENSGALT00000091267.1	303	47.0146	61.0015	39.7609
ENSGALT00000101555.1	303	47.0146	56.3079	36.7016
ENSGALT00000103901.1	303	47.0146	30	19.5541
ENSGALT00000106578.1	303	47.0146	10	6.51802
ENSGALT00000093220.1	348	66.516	977	450.108
ENSGALT00000080481.1	975	662.918	28238	1305.34
ENSGALT00000082968.2	1039	726.89	30120	1269.8
ENSGALT00000053568.1	1548	1235.89	193822	4805.86
ENSGALT00000054328.1	684	373.131	72485	5952.98
ENSGALT00000054361.1	165	49.1523	319	198.882
ENSGALT00000076413.1	684	373.131	28021	2301.28
ENSGALT00000061564.1	784	472.545	150190	9739.7
ENSGALT00000049217.1	351	68.2786	14292	6414.4
ENSGALT00000079811.1	297	45.0851	1429	971.286
ENSGALT00000063913.1	1378	1065.89	31071	893.287
ENSGALT00000047001.1	1818	1505.89	31757	646.241
ENSGALT00000053400.1	1143	830.89	43407	1600.9
ENSGALT00000068151.1	522	213.359	1816	260.828
ENSGALT00000015774.6	2848	2535.89	750	9.06315
ENSGALT00000107714.1	192	37.2221	0	0
ENSGALT00000087687.2	2219	1906.89	643.782	10.3457
ENSGALT00000007277.3	2291	1978.89	3823.22	59.2046
ENSGALT00000016200.6	2519	2206.89	2467	34.256
ENSGALT00000057018.2	2043	1730.89	389.138	6.88941
ENSGALT00000064690.2	2193	1880.89	85.8622	1.3989
ENSGALT00000103853.1	2238	1925.89	0	0
ENSGALT00000095972.1	1968	1655.89	0	0
ENSGALT00000052654.2	3495	3182.89	1635	15.7414
ENSGALT00000061915.3	970	657.918	1422	66.2333
ENSGALT00000033572.5	2547	2234.89	468.338	6.42172
ENSGALT00000076955.2	2058	1745.89	30.6616	0.538179
ENSGALT00000107965.1	2460	2147.89	4091.13	58.3686
ENSGALT00000080793.2	1206	893.89	1109.38	38.0317
ENSGALT00000001657.6	1354	1041.89	3115.18	91.624
ENSGALT00000038720.4	2784	2471.89	67.8196	0.840764
ENSGALT00000064754.2	2359	2046.89	8574	128.362
ENSGALT00000096825.1	3212	2899.89	2379	25.1397
ENSGALT00000089429.2	1386	1073.89	75.0688	2.14214
ENSGALT00000085779.2	1599	1286.89	103	2.4527
ENSGALT00000057265.2	1520	1207.89	1074.49	27.2599
ENSGALT00000069945.2	1266	953.89	595.984	19.1463
ENSGALT00000093812.1	1700	1387.89	1646.59	36.3562
ENSGALT00000017109.6	1577	1264.89	50.9334	1.23395
ENSGALT00000103291.1	2658	2345.89	34.8613	0.455391
ENSGALT00000084934.2	2580	2267.89	0	0
ENSGALT00000095264.1	2724	2411.89	4.13868	0.0525839
ENSGALT00000093947.1	2976	2663.89	0	0
ENSGALT00000005824.5	3364	3051.89	15126.6	151.887
ENSGALT00000069539.2	1440	1127.89	832.408	22.6161
ENSGALT00000092213.1	165	49.1523	0	0
ENSGALT00000044892.3	417	116.233	1435.92	378.572
ENSGALT00000015470.6	1305	992.89	933	28.7958
ENSGALT00000094180.1	3408	3095.89	2943.15	29.1323
ENSGALT00000093577.1	3924	3611.89	1802.69	15.2945
