target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	43.2985	0	0
ENSGALT00000092144.1	105	58.8175	0	0
ENSGALT00000097599.1	99	55.8077	0	0
ENSGALT00000096074.1	282	43.2985	0	0
ENSGALT00000093123.1	285	44.0164	0	0
ENSGALT00000095759.1	297	47.4302	7.72936	7.84003
ENSGALT00000098150.1	207	32.8605	0	0
ENSGALT00000088071.2	171	34.6233	5	6.94753
ENSGALT00000101747.1	111	61.8819	0	0
ENSGALT00000034018.5	285	44.0164	9.36174	10.2322
ENSGALT00000098775.1	282	43.2985	0	0
ENSGALT00000105314.1	288	44.8969	3.92857	4.20967
ENSGALT00000103186.1	204	32.4338	0	0
ENSGALT00000095006.1	282	43.2985	3.97398	4.41553
ENSGALT00000093599.1	297	47.4302	6.75309	6.84978
ENSGALT00000106599.1	288	44.8969	10.4562	11.2044
ENSGALT00000106076.1	288	44.8969	7.85715	8.41934
ENSGALT00000092569.1	207	32.8605	2	2.92809
ENSGALT00000097506.1	282	43.2985	0	0
ENSGALT00000102408.1	174	33.6005	0	0
ENSGALT00000085358.2	261	39.8117	0	0
ENSGALT00000090665.1	207	32.8605	0	0
ENSGALT00000104147.1	282	43.2985	8.93986	9.93316
ENSGALT00000009519.6	312	52.0566	1478	1365.93
ENSGALT00000107510.1	303	49.128	19.709	19.3003
ENSGALT00000102297.1	300	48.2398	3.71742	3.70737
ENSGALT00000106260.1	300	48.2398	0	0
ENSGALT00000091808.1	303	49.128	0	0
ENSGALT00000107033.1	300	48.2398	1.05145	1.0486
ENSGALT00000093063.1	303	49.128	7.74465	7.58406
ENSGALT00000093463.1	303	49.128	7.04657	6.90045
ENSGALT00000097156.1	300	48.2398	0	0
ENSGALT00000107238.1	306	50.0137	0	0
ENSGALT00000103224.1	303	49.128	12.1333	11.8817
ENSGALT00000076576.2	300	48.2398	30.1055	30.024
ENSGALT00000100705.1	303	49.128	4.06751	3.98317
ENSGALT00000095032.1	297	47.4302	5.11782	5.19109
ENSGALT00000095957.1	300	48.2398	20.6663	20.6105
ENSGALT00000104488.1	291	45.7883	0	0
ENSGALT00000090393.1	300	48.2398	0	0
ENSGALT00000107783.1	300	48.2398	0	0
ENSGALT00000101333.1	300	48.2398	0	0
ENSGALT00000105767.1	300	48.2398	4.0011	3.99028
ENSGALT00000103134.1	303	49.128	0	0
ENSGALT00000091408.1	300	48.2398	0	0
ENSGALT00000097586.1	300	48.2398	0	0
ENSGALT00000091033.1	303	49.128	12.4634	12.205
ENSGALT00000107771.1	300	48.2398	0	0
ENSGALT00000106915.1	303	49.128	0	0
ENSGALT00000091553.1	303	49.128	11.7188	11.4758
ENSGALT00000093743.1	303	49.128	18.4632	18.0804
ENSGALT00000106326.1	303	49.128	3.0861	3.02211
ENSGALT00000095681.1	300	48.2398	2.64085	2.63371
ENSGALT00000106995.1	300	48.2398	1.0619	1.05903
ENSGALT00000100646.1	300	48.2398	3.24831	3.23952
ENSGALT00000096595.1	303	49.128	13.4886	13.2089
ENSGALT00000097847.1	300	48.2398	0	0
ENSGALT00000105763.1	303	49.128	0	0
ENSGALT00000101575.1	300	48.2398	0	0
ENSGALT00000107864.1	303	49.128	0	0
