target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	41.9569	0	0
ENSGALT00000092144.1	105	61.3125	0	0
ENSGALT00000097599.1	99	57.2581	0	0
ENSGALT00000096074.1	282	41.9569	0	0
ENSGALT00000093123.1	285	42.6827	0	0
ENSGALT00000095759.1	297	46.0123	0	0
ENSGALT00000098150.1	207	27.8264	0	0
ENSGALT00000088071.2	171	27.022	0	0
ENSGALT00000101747.1	111	66.3231	0	0
ENSGALT00000034018.5	285	42.6827	7	7.97616
ENSGALT00000098775.1	282	41.9569	0	0
ENSGALT00000105314.1	288	43.5389	0	0
ENSGALT00000103186.1	204	27.3008	0	0
ENSGALT00000095006.1	282	41.9569	0	0
ENSGALT00000093599.1	297	46.0123	8	8.45597
ENSGALT00000106599.1	288	43.5389	1	1.11705
ENSGALT00000106076.1	288	43.5389	0	0
ENSGALT00000092569.1	207	27.8264	0	0
ENSGALT00000097506.1	282	41.9569	0	0
ENSGALT00000102408.1	174	25.9187	0	0
ENSGALT00000085358.2	261	37.8386	2	2.57065
ENSGALT00000090665.1	207	27.8264	0	0
ENSGALT00000104147.1	282	41.9569	0	0
ENSGALT00000009519.6	312	50.8453	564	539.481
ENSGALT00000107510.1	303	47.6288	0	0
ENSGALT00000102297.1	300	46.7104	12.4521	12.9651
ENSGALT00000106260.1	300	46.7104	0	0
ENSGALT00000091808.1	303	47.6288	0	0
ENSGALT00000107033.1	300	46.7104	0	0
ENSGALT00000093063.1	303	47.6288	0	0
ENSGALT00000093463.1	303	47.6288	1.01596	1.03742
ENSGALT00000097156.1	300	46.7104	0	0
ENSGALT00000107238.1	306	48.6547	0	0
ENSGALT00000103224.1	303	47.6288	0	0
ENSGALT00000076576.2	300	46.7104	0	0
ENSGALT00000100705.1	303	47.6288	2.44839	2.50011
ENSGALT00000095032.1	297	46.0123	0	0
ENSGALT00000095957.1	300	46.7104	2.4849	2.58728
ENSGALT00000104488.1	291	44.2737	1	1.09851
ENSGALT00000090393.1	300	46.7104	0	0
ENSGALT00000107783.1	300	46.7104	0	0
ENSGALT00000101333.1	300	46.7104	0	0
ENSGALT00000105767.1	300	46.7104	3.22052	3.3532
ENSGALT00000103134.1	303	47.6288	0	0
ENSGALT00000091408.1	300	46.7104	0	0
ENSGALT00000097586.1	300	46.7104	0	0
ENSGALT00000091033.1	303	47.6288	0	0
ENSGALT00000107771.1	300	46.7104	0	0
ENSGALT00000106915.1	303	47.6288	0	0
ENSGALT00000091553.1	303	47.6288	7.18775	7.33958
ENSGALT00000093743.1	303	47.6288	0	0
ENSGALT00000106326.1	303	47.6288	0	0
ENSGALT00000095681.1	300	46.7104	0	0
ENSGALT00000106995.1	300	46.7104	22.3581	23.2793
ENSGALT00000100646.1	300	46.7104	23.8622	24.8453
ENSGALT00000096595.1	303	47.6288	0	0
ENSGALT00000097847.1	300	46.7104	0	0
ENSGALT00000105763.1	303	47.6288	0	0
ENSGALT00000101575.1	300	46.7104	0	0
ENSGALT00000107864.1	303	47.6288	0	0
ENSGALT00000105971.1	300	46.7104	0	0
ENSGALT00000095502.1	303	47.6288	0	0
ENSGALT00000092747.1	300	46.7104	0	0
ENSGALT00000091562.1	306	48.6547	0	0
ENSGALT00000094104.1	303	47.6288	0	0
ENSGALT00000090412.1	303	47.6288	0	0
ENSGALT00000101020.1	303	47.6288	0	0
ENSGALT00000102707.1	303	47.6288	0	0
ENSGALT00000093555.1	303	47.6288	0	0
ENSGALT00000096330.1	300	46.7104	0	0
ENSGALT00000096025.1	300	46.7104	0	0
ENSGALT00000107692.1	300	46.7104	0	0
ENSGALT00000105196.1	303	47.6288	0	0
ENSGALT00000093144.1	300	46.7104	0	0
ENSGALT00000095235.1	300	46.7104	0	0
ENSGALT00000094112.1	300	46.7104	0	0
ENSGALT00000100750.1	303	47.6288	0	0
ENSGALT00000105296.1	303	47.6288	3.08857	3.15381
ENSGALT00000098355.1	303	47.6288	0	0
ENSGALT00000098909.1	300	46.7104	0	0
ENSGALT00000104847.1	303	47.6288	0	0
ENSGALT00000108026.1	303	47.6288	3.74898	3.82817
ENSGALT00000103665.1	303	47.6288	3.03941	3.10361
ENSGALT00000105628.1	303	47.6288	0	0
ENSGALT00000097081.1	300	46.7104	0	0
ENSGALT00000105645.1	291	44.2737	0	0
ENSGALT00000098506.1	300	46.7104	0	0
ENSGALT00000096927.1	303	47.6288	14.9959	15.3127
ENSGALT00000105629.1	303	47.6288	20.7274	21.1653
ENSGALT00000093613.1	300	46.7104	14.5023	15.0998
ENSGALT00000099537.1	303	47.6288	0	0
ENSGALT00000092633.1	303	47.6288	0	0
ENSGALT00000104205.1	303	47.6288	0	0
ENSGALT00000108182.1	303	47.6288	0	0
ENSGALT00000091267.1	303	47.6288	0	0
ENSGALT00000101555.1	303	47.6288	4.86744	4.97025
ENSGALT00000103901.1	303	47.6288	0	0
ENSGALT00000106578.1	303	47.6288	1	1.02112
ENSGALT00000093220.1	348	66.3829	392	287.196
ENSGALT00000080481.1	975	661.76	1565	115.017
ENSGALT00000082968.2	1039	725.728	1750	117.277
ENSGALT00000053568.1	1548	1234.73	80453	3168.98
ENSGALT00000054328.1	684	371.57	26000	3403.15
ENSGALT00000054361.1	165	28.7257	50	84.6539
ENSGALT00000076413.1	684	371.57	4101	536.781
ENSGALT00000061564.1	784	471.074	47842	4939.34
ENSGALT00000049217.1	351	68.045	1872	1338
