target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	42.6945	0	0
ENSGALT00000092144.1	105	62.2381	0	0
ENSGALT00000097599.1	99	59.16	0	0
ENSGALT00000096074.1	282	42.6945	1	0.780199
ENSGALT00000093123.1	285	43.5046	0	0
ENSGALT00000095759.1	297	46.5562	0	0
ENSGALT00000098150.1	207	30.0611	0	0
ENSGALT00000088071.2	171	30.6027	14	15.2386
ENSGALT00000101747.1	111	63.1842	0	0
ENSGALT00000034018.5	285	43.5046	0	0
ENSGALT00000098775.1	282	42.6945	1	0.780199
ENSGALT00000105314.1	288	44.2709	0	0
ENSGALT00000103186.1	204	29.2777	0	0
ENSGALT00000095006.1	282	42.6945	2.04167	1.59291
ENSGALT00000093599.1	297	46.5562	17	12.1632
ENSGALT00000106599.1	288	44.2709	1	0.752417
ENSGALT00000106076.1	288	44.2709	0	0
ENSGALT00000092569.1	207	30.0611	0	0
ENSGALT00000097506.1	282	42.6945	7	5.46139
ENSGALT00000102408.1	174	29.7079	0	0
ENSGALT00000085358.2	261	38.5795	6	5.1805
ENSGALT00000090665.1	207	30.0611	0	0
ENSGALT00000104147.1	282	42.6945	46.9583	36.6368
ENSGALT00000009519.6	312	51.6684	2755	1776.13
ENSGALT00000107510.1	303	48.6132	3.81797	2.61611
ENSGALT00000102297.1	300	47.599	0	0
ENSGALT00000106260.1	300	47.599	4.0606	2.84164
ENSGALT00000091808.1	303	48.6132	34.1534	23.4023
ENSGALT00000107033.1	300	47.599	0	0
ENSGALT00000093063.1	303	48.6132	0	0
ENSGALT00000093463.1	303	48.6132	0	0
ENSGALT00000097156.1	300	47.599	0	0
ENSGALT00000107238.1	306	49.6643	2.09966	1.40826
ENSGALT00000103224.1	303	48.6132	11.9798	8.20868
ENSGALT00000076576.2	300	47.599	28.8036	20.157
ENSGALT00000100705.1	303	48.6132	5.12161	3.50938
ENSGALT00000095032.1	297	46.5562	0	0
ENSGALT00000095957.1	300	47.599	18.9355	13.2513
ENSGALT00000104488.1	291	45.0072	19.7957	14.6509
ENSGALT00000090393.1	300	47.599	0	0
ENSGALT00000107783.1	300	47.599	0	0
ENSGALT00000101333.1	300	47.599	0	0
ENSGALT00000105767.1	300	47.599	0	0
ENSGALT00000103134.1	303	48.6132	0	0
ENSGALT00000091408.1	300	47.599	0	0
ENSGALT00000097586.1	300	47.599	0	0
ENSGALT00000091033.1	303	48.6132	39.772	27.2522
ENSGALT00000107771.1	300	47.599	0	0
ENSGALT00000106915.1	303	48.6132	0	0
ENSGALT00000091553.1	303	48.6132	0	0
ENSGALT00000093743.1	303	48.6132	0	0
ENSGALT00000106326.1	303	48.6132	6.12708	4.19834
ENSGALT00000095681.1	300	47.599	0	0
ENSGALT00000106995.1	300	47.599	0	0
ENSGALT00000100646.1	300	47.599	25.0312	17.5171
ENSGALT00000096595.1	303	48.6132	20.3417	13.9383
ENSGALT00000097847.1	300	47.599	0	0
ENSGALT00000105763.1	303	48.6132	0.627497	0.429967
ENSGALT00000101575.1	300	47.599	0	0
ENSGALT00000107864.1	303	48.6132	0	0
ENSGALT00000105971.1	300	47.599	0	0
ENSGALT00000095502.1	303	48.6132	0.627497	0.429967
ENSGALT00000092747.1	300	47.599	0	0
ENSGALT00000091562.1	306	49.6643	2.09966	1.40826
ENSGALT00000094104.1	303	48.6132	11.9798	8.20868
ENSGALT00000090412.1	303	48.6132	0	0
ENSGALT00000101020.1	303	48.6132	0.00935197	0.00640806
ENSGALT00000102707.1	303	48.6132	0	0
ENSGALT00000093555.1	303	48.6132	36.9748	25.3355
ENSGALT00000096330.1	300	47.599	3.75929	2.63078
ENSGALT00000096025.1	300	47.599	0	0
ENSGALT00000107692.1	300	47.599	0	0
ENSGALT00000105196.1	303	48.6132	0	0
ENSGALT00000093144.1	300	47.599	0	0
ENSGALT00000095235.1	300	47.599	0	0
ENSGALT00000094112.1	300	47.599	9.37242	6.5589
ENSGALT00000100750.1	303	48.6132	8.49742	5.82252
ENSGALT00000105296.1	303	48.6132	6.74395	4.62102
ENSGALT00000098355.1	303	48.6132	0.00236851	0.00162293
ENSGALT00000098909.1	300	47.599	24.3081	17.011
ENSGALT00000104847.1	303	48.6132	2.12257	1.45441
ENSGALT00000108026.1	303	48.6132	57.0994	39.1251
ENSGALT00000103665.1	303	48.6132	0	0
ENSGALT00000105628.1	303	48.6132	0	0
ENSGALT00000097081.1	300	47.599	0	0
ENSGALT00000105645.1	291	45.0072	4.56654	3.37974
ENSGALT00000098506.1	300	47.599	4.41289	3.08818
ENSGALT00000096927.1	303	48.6132	32.8933	22.5388
ENSGALT00000105629.1	303	48.6132	0	0
ENSGALT00000093613.1	300	47.599	29.8256	20.8722
ENSGALT00000099537.1	303	48.6132	0	0
ENSGALT00000092633.1	303	48.6132	1.18876	0.814552
ENSGALT00000104205.1	303	48.6132	0	0
ENSGALT00000108182.1	303	48.6132	0	0
ENSGALT00000091267.1	303	48.6132	64.9053	44.4737
ENSGALT00000101555.1	303	48.6132	59.9436	41.0739
ENSGALT00000103901.1	303	48.6132	59	40.4274
ENSGALT00000106578.1	303	48.6132	124	84.966
ENSGALT00000093220.1	348	67.6634	1673	823.607
ENSGALT00000080481.1	975	663.558	3769	189.201
ENSGALT00000082968.2	1039	727.487	5725	262.137
ENSGALT00000053568.1	1548	1236.49	130578	3517.69
ENSGALT00000054328.1	684	373.312	47451	4234
ENSGALT00000054361.1	165	32.7087	144	146.648
ENSGALT00000076413.1	684	373.312	12828	1144.63
ENSGALT00000061564.1	784	472.93	95671	6738.46
ENSGALT00000049217.1	351	69.2923	5901	2836.73
ENSGALT00000079811.1	297	46.5562	656	469.358
ENSGALT00000063913.1	1378	1066.49	3361	104.976
ENSGALT00000047001.1	1818	1506.49	10180	225.092
ENSGALT00000053400.1	1143	831.487	10920	437.467
ENSGALT00000068151.1	522	213.404	561	87.5664
ENSGALT00000015774.6	2848	2536.49	772	10.1382
ENSGALT00000107714.1	192	29.1864	0	0
ENSGALT00000087687.2	2219	1907.49	687.348	12.0031
ENSGALT00000007277.3	2291	1979.49	2108.65	35.4838
ENSGALT00000016200.6	2519	2207.49	1899	28.6553
ENSGALT00000057018.2	2043	1731.49	357.902	6.88529
ENSGALT00000064690.2	2193	1881.49	99.9971	1.77037
ENSGALT00000103853.1	2238	1926.49	0	0
ENSGALT00000095972.1	1968	1656.49	71.1009	1.42977
ENSGALT00000052654.2	3495	3183.49	3161	33.0749
ENSGALT00000061915.3	970	658.558	1527	77.2364
ENSGALT00000033572.5	2547	2235.49	379.299	5.6518
ENSGALT00000076955.2	2058	1746.49	110.701	2.11137
ENSGALT00000107965.1	2460	2148.49	4184.16	64.8713
ENSGALT00000080793.2	1206	894.487	910.77	33.9166
ENSGALT00000001657.6	1354	1042.49	3387.69	108.246
ENSGALT00000038720.4	2784	2472.49	37.3056	0.502595
ENSGALT00000064754.2	2359	2047.49	8661	140.904
ENSGALT00000096825.1	3212	2900.49	1692	19.4315
ENSGALT00000089429.2	1386	1074.49	73.4476	2.27695
ENSGALT00000085779.2	1599	1287.49	49	1.26774
