target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	42.3573	0	0
ENSGALT00000092144.1	105	44.4762	0	0
ENSGALT00000097599.1	99	40.5	0	0
ENSGALT00000096074.1	282	42.3573	0	0
ENSGALT00000093123.1	285	42.9764	0	0
ENSGALT00000095759.1	297	46.4132	0	0
ENSGALT00000098150.1	207	27.4352	0	0
ENSGALT00000088071.2	171	21.3741	0	0
ENSGALT00000101747.1	111	44.4792	0	0
ENSGALT00000034018.5	285	42.9764	0	0
ENSGALT00000098775.1	282	42.3573	0	0
ENSGALT00000105314.1	288	43.8826	0	0
ENSGALT00000103186.1	204	26.9833	0	0
ENSGALT00000095006.1	282	42.3573	0	0
ENSGALT00000093599.1	297	46.4132	0	0
ENSGALT00000106599.1	288	43.8826	0	0
ENSGALT00000106076.1	288	43.8826	0	0
ENSGALT00000092569.1	207	27.4352	0	0
ENSGALT00000097506.1	282	42.3573	0	0
ENSGALT00000102408.1	174	21.045	0	0
ENSGALT00000085358.2	261	37.8643	0	0
ENSGALT00000090665.1	207	27.4352	0	0
ENSGALT00000104147.1	282	42.3573	0	0
ENSGALT00000009519.6	312	50.7716	9	5.6962
ENSGALT00000107510.1	303	48.1802	0	0
ENSGALT00000102297.1	300	47.2568	0	0
ENSGALT00000106260.1	300	47.2568	0	0
ENSGALT00000091808.1	303	48.1802	0	0
ENSGALT00000107033.1	300	47.2568	0	0
ENSGALT00000093063.1	303	48.1802	0	0
ENSGALT00000093463.1	303	48.1802	0	0
ENSGALT00000097156.1	300	47.2568	0	0
ENSGALT00000107238.1	306	49.0789	0	0
ENSGALT00000103224.1	303	48.1802	0	0
ENSGALT00000076576.2	300	47.2568	0	0
ENSGALT00000100705.1	303	48.1802	0	0
ENSGALT00000095032.1	297	46.4132	0	0
ENSGALT00000095957.1	300	47.2568	0	0
ENSGALT00000104488.1	291	44.6773	0	0
ENSGALT00000090393.1	300	47.2568	0	0
ENSGALT00000107783.1	300	47.2568	0	0
ENSGALT00000101333.1	300	47.2568	0	0
ENSGALT00000105767.1	300	47.2568	0	0
ENSGALT00000103134.1	303	48.1802	0	0
ENSGALT00000091408.1	300	47.2568	0	0
ENSGALT00000097586.1	300	47.2568	0	0
ENSGALT00000091033.1	303	48.1802	0	0
ENSGALT00000107771.1	300	47.2568	0	0
