target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	68.057	0	0
ENSGALT00000092144.1	105	61.7917	0	0
ENSGALT00000097599.1	99	58.8596	0	0
ENSGALT00000096074.1	282	68.057	0	0
ENSGALT00000093123.1	285	69.6925	0	0
ENSGALT00000095759.1	297	76.524	1	0.895147
ENSGALT00000098150.1	207	31.5668	0	0
ENSGALT00000088071.2	171	16.1911	0	0
ENSGALT00000101747.1	111	65.184	0	0
ENSGALT00000034018.5	285	69.6925	0	0
ENSGALT00000098775.1	282	68.057	1	1.00651
ENSGALT00000105314.1	288	71.3557	0	0
ENSGALT00000103186.1	204	30.21	0	0
ENSGALT00000095006.1	282	68.057	0	0
ENSGALT00000093599.1	297	76.524	0	0
ENSGALT00000106599.1	288	71.3557	9	8.63985
ENSGALT00000106076.1	288	71.3557	2	1.91997
ENSGALT00000092569.1	207	31.5668	1	2.17001
ENSGALT00000097506.1	282	68.057	3	3.01954
ENSGALT00000102408.1	174	17.2894	0	0
ENSGALT00000085358.2	261	57.0698	0	0
ENSGALT00000090665.1	207	31.5668	0	0
ENSGALT00000104147.1	282	68.057	31	31.2019
ENSGALT00000009519.6	312	85.4224	907	727.324
ENSGALT00000107510.1	303	79.9898	0	0
ENSGALT00000102297.1	300	78.2488	0	0
ENSGALT00000106260.1	300	78.2488	0	0
ENSGALT00000091808.1	303	79.9898	20.2931	17.3782
ENSGALT00000107033.1	300	78.2488	0	0
ENSGALT00000093063.1	303	79.9898	0	0
ENSGALT00000093463.1	303	79.9898	0	0
ENSGALT00000097156.1	300	78.2488	0	0
ENSGALT00000107238.1	306	81.772	0	0
ENSGALT00000103224.1	303	79.9898	0.592941	0.507773
ENSGALT00000076576.2	300	78.2488	0	0
ENSGALT00000100705.1	303	79.9898	0.611119	0.52334
ENSGALT00000095032.1	297	76.524	0	0
ENSGALT00000095957.1	300	78.2488	32.1049	28.1052
ENSGALT00000104488.1	291	73.1003	0	0
ENSGALT00000090393.1	300	78.2488	0	0
ENSGALT00000107783.1	300	78.2488	0	0
ENSGALT00000101333.1	300	78.2488	0	0
ENSGALT00000105767.1	300	78.2488	4.66508	4.08389
ENSGALT00000103134.1	303	79.9898	0	0
ENSGALT00000091408.1	300	78.2488	0	0
ENSGALT00000097586.1	300	78.2488	0	0
ENSGALT00000091033.1	303	79.9898	0	0
ENSGALT00000107771.1	300	78.2488	0	0
ENSGALT00000106915.1	303	79.9898	0	0
ENSGALT00000091553.1	303	79.9898	0	0
ENSGALT00000093743.1	303	79.9898	0	0
ENSGALT00000106326.1	303	79.9898	26.9731	23.0987
ENSGALT00000095681.1	300	78.2488	0	0
ENSGALT00000106995.1	300	78.2488	0	0
ENSGALT00000100646.1	300	78.2488	23.3578	20.4478
ENSGALT00000096595.1	303	79.9898	54.1506	46.3726
ENSGALT00000097847.1	300	78.2488	0	0
ENSGALT00000105763.1	303	79.9898	0	0
ENSGALT00000101575.1	300	78.2488	0	0
ENSGALT00000107864.1	303	79.9898	0	0
ENSGALT00000105971.1	300	78.2488	0	0
ENSGALT00000095502.1	303	79.9898	0	0
ENSGALT00000092747.1	300	78.2488	0	0
ENSGALT00000091562.1	306	81.772	0	0
ENSGALT00000094104.1	303	79.9898	0.592941	0.507773
ENSGALT00000090412.1	303	79.9898	0	0
ENSGALT00000101020.1	303	79.9898	0.611119	0.52334
ENSGALT00000102707.1	303	79.9898	0	0
ENSGALT00000093555.1	303	79.9898	0	0
ENSGALT00000096330.1	300	78.2488	0	0
ENSGALT00000096025.1	300	78.2488	0	0
ENSGALT00000107692.1	300	78.2488	0	0
ENSGALT00000105196.1	303	79.9898	0	0
ENSGALT00000093144.1	300	78.2488	0	0
ENSGALT00000095235.1	300	78.2488	0	0
ENSGALT00000094112.1	300	78.2488	0	0
ENSGALT00000100750.1	303	79.9898	0	0
ENSGALT00000105296.1	303	79.9898	2.33072	1.99594
ENSGALT00000098355.1	303	79.9898	0	0
ENSGALT00000098909.1	300	78.2488	0	0
ENSGALT00000104847.1	303	79.9898	1.09241	0.935503
ENSGALT00000108026.1	303	79.9898	1.42242	1.21811
ENSGALT00000103665.1	303	79.9898	0	0
ENSGALT00000105628.1	303	79.9898	0	0
ENSGALT00000097081.1	300	78.2488	0	0
ENSGALT00000105645.1	291	73.1003	35.3424	33.1184
ENSGALT00000098506.1	300	78.2488	7.59582	6.64951
ENSGALT00000096927.1	303	79.9898	78.5361	67.2554
ENSGALT00000105629.1	303	79.9898	0	0
ENSGALT00000093613.1	300	78.2488	0	0
ENSGALT00000099537.1	303	79.9898	0	0
ENSGALT00000092633.1	303	79.9898	0	0
ENSGALT00000104205.1	303	79.9898	0	0
ENSGALT00000108182.1	303	79.9898	0	0
ENSGALT00000091267.1	303	79.9898	0	0
ENSGALT00000101555.1	303	79.9898	11.7274	10.0429
ENSGALT00000103901.1	303	79.9898	0	0
ENSGALT00000106578.1	303	79.9898	26	22.2654
ENSGALT00000093220.1	348	109.028	322	202.307
ENSGALT00000080481.1	975	701.101	2753	268.979
ENSGALT00000082968.2	1039	765.07	1946	174.234
ENSGALT00000053568.1	1548	1274.07	99906	5371.44
ENSGALT00000054328.1	684	411.186	23079	3844.77
ENSGALT00000054361.1	165	14.4501	168	796.397
ENSGALT00000076413.1	684	411.186	7015	1168.64
ENSGALT00000061564.1	784	510.464	89101	11956.7
ENSGALT00000049217.1	351	111.139	4919	3031.8
ENSGALT00000079811.1	297	76.524	329	294.503
ENSGALT00000063913.1	1378	1104.07	2417	149.959
ENSGALT00000047001.1	1818	1544.07	4625	205.181
ENSGALT00000053400.1	1143	869.07	7933	625.28
ENSGALT00000068151.1	522	254.449	818	220.214
ENSGALT00000015774.6	2848	2574.07	444	11.8156
ENSGALT00000107714.1	192	24.8221	0	0
ENSGALT00000087687.2	2219	1945.07	895.642	31.5422
ENSGALT00000007277.3	2291	2017.07	1811.36	61.5142
ENSGALT00000016200.6	2519	2245.07	710	21.6631
ENSGALT00000057018.2	2043	1769.07	23.8271	0.922609
ENSGALT00000064690.2	2193	1919.07	102.971	3.67551
ENSGALT00000103853.1	2238	1964.07	0	0
ENSGALT00000095972.1	1968	1694.07	95.2016	3.84951
ENSGALT00000052654.2	3495	3221.07	1378	29.305
ENSGALT00000061915.3	970	696.101	608	59.8307
ENSGALT00000033572.5	2547	2273.07	199.072	5.99916
ENSGALT00000076955.2	2058	1784.07	140.928	5.41098
ENSGALT00000107965.1	2460	2186.07	1698.25	53.2146
ENSGALT00000080793.2	1206	932.07	186.899	13.7357
ENSGALT00000001657.6	1354	1080.07	1723.85	109.33
ENSGALT00000038720.4	2784	2510.07	27.1503	0.740937
ENSGALT00000064754.2	2359	2085.07	5566	182.858
ENSGALT00000096825.1	3212	2938.07	1002.77	23.3794
ENSGALT00000089429.2	1386	1112.07	35	2.1559
ENSGALT00000085779.2	1599	1325.07	38	1.96443
ENSGALT00000057265.2	1520	1246.07	737.774	40.5577
ENSGALT00000069945.2	1266	992.07	209.732	14.4815
ENSGALT00000093812.1	1700	1426.07	654.588	31.4427
ENSGALT00000017109.6	1577	1303.07	145.906	7.67002
ENSGALT00000103291.1	2658	2384.07	0	0
ENSGALT00000084934.2	2580	2306.07	0	0
ENSGALT00000095264.1	2724	2450.07	0	0
ENSGALT00000093947.1	2976	2702.07	0	0
ENSGALT00000005824.5	3364	3090.07	6609.83	146.526
ENSGALT00000069539.2	1440	1166.07	1508.17	88.597
ENSGALT00000092213.1	165	14.4501	0	0
ENSGALT00000044892.3	417	161.503	0	0
ENSGALT00000015470.6	1305	1031.07	696	46.2395
ENSGALT00000094180.1	3408	3134.07	937.652	20.4939
ENSGALT00000093577.1	3924	3650.07	2.90295e-05	5.44792e-07
ENSGALT00000094724.1	3282	3008.07	752.392	17.1336
ENSGALT00000101384.1	4524	4250.07	723.486	11.6607
