target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	61.8845	0	0
ENSGALT00000092144.1	105	55.4824	0	0
ENSGALT00000097599.1	99	51.439	0	0
ENSGALT00000096074.1	282	61.8845	0	0
ENSGALT00000093123.1	285	63.3855	0	0
ENSGALT00000095759.1	297	69.4389	0	0
ENSGALT00000098150.1	207	29.5578	0	0
ENSGALT00000088071.2	171	16.7266	4	15.1062
ENSGALT00000101747.1	111	57.0652	0	0
ENSGALT00000034018.5	285	63.3855	7	6.9761
ENSGALT00000098775.1	282	61.8845	0	0
ENSGALT00000105314.1	288	64.9255	0	0
ENSGALT00000103186.1	204	28.3838	0	0
ENSGALT00000095006.1	282	61.8845	1	1.02076
ENSGALT00000093599.1	297	69.4389	0	0
ENSGALT00000106599.1	288	64.9255	0	0
ENSGALT00000106076.1	288	64.9255	0	0
ENSGALT00000092569.1	207	29.5578	0	0
ENSGALT00000097506.1	282	61.8845	1	1.02076
ENSGALT00000102408.1	174	17.3615	0	0
ENSGALT00000085358.2	261	51.9596	0	0
ENSGALT00000090665.1	207	29.5578	0	0
ENSGALT00000104147.1	282	61.8845	4	4.08303
ENSGALT00000009519.6	312	77.2547	310	253.479
ENSGALT00000107510.1	303	72.4551	3	2.61551
ENSGALT00000102297.1	300	70.8723	3	2.67392
ENSGALT00000106260.1	300	70.8723	0	0
ENSGALT00000091808.1	303	72.4551	0	0
ENSGALT00000107033.1	300	70.8723	0	0
ENSGALT00000093063.1	303	72.4551	0	0
ENSGALT00000093463.1	303	72.4551	0	0
ENSGALT00000097156.1	300	70.8723	0	0
ENSGALT00000107238.1	306	74.0914	0	0
ENSGALT00000103224.1	303	72.4551	6.19821	5.40383
ENSGALT00000076576.2	300	70.8723	0	0
ENSGALT00000100705.1	303	72.4551	6.06617	5.28871
ENSGALT00000095032.1	297	69.4389	2.02302	1.84036
ENSGALT00000095957.1	300	70.8723	0	0
ENSGALT00000104488.1	291	66.4284	0	0
ENSGALT00000090393.1	300	70.8723	0	0
ENSGALT00000107783.1	300	70.8723	0	0
ENSGALT00000101333.1	300	70.8723	0	0
ENSGALT00000105767.1	300	70.8723	9.10149	8.11223
ENSGALT00000103134.1	303	72.4551	0	0
ENSGALT00000091408.1	300	70.8723	0	0
ENSGALT00000097586.1	300	70.8723	0	0
ENSGALT00000091033.1	303	72.4551	0	0
ENSGALT00000107771.1	300	70.8723	0	0
ENSGALT00000106915.1	303	72.4551	0	0
ENSGALT00000091553.1	303	72.4551	0	0
ENSGALT00000093743.1	303	72.4551	0	0
ENSGALT00000106326.1	303	72.4551	0	0
ENSGALT00000095681.1	300	70.8723	0	0
ENSGALT00000106995.1	300	70.8723	0	0
ENSGALT00000100646.1	300	70.8723	9.16608	8.1698
ENSGALT00000096595.1	303	72.4551	0	0
ENSGALT00000097847.1	300	70.8723	0	0
ENSGALT00000105763.1	303	72.4551	0	0
ENSGALT00000101575.1	300	70.8723	0	0
ENSGALT00000107864.1	303	72.4551	0	0
ENSGALT00000105971.1	300	70.8723	0	0
ENSGALT00000095502.1	303	72.4551	0	0
ENSGALT00000092747.1	300	70.8723	0	0
ENSGALT00000091562.1	306	74.0914	0	0
ENSGALT00000094104.1	303	72.4551	6.19821	5.40383
ENSGALT00000090412.1	303	72.4551	3.42637	2.98723
ENSGALT00000101020.1	303	72.4551	6.06617	5.28871
ENSGALT00000102707.1	303	72.4551	0	0
ENSGALT00000093555.1	303	72.4551	0	0
ENSGALT00000096330.1	300	70.8723	0	0
ENSGALT00000096025.1	300	70.8723	0	0
ENSGALT00000107692.1	300	70.8723	0	0
ENSGALT00000105196.1	303	72.4551	0	0
ENSGALT00000093144.1	300	70.8723	0	0
ENSGALT00000095235.1	300	70.8723	0	0
ENSGALT00000094112.1	300	70.8723	0	0
ENSGALT00000100750.1	303	72.4551	0	0
ENSGALT00000105296.1	303	72.4551	0	0
ENSGALT00000098355.1	303	72.4551	0	0
ENSGALT00000098909.1	300	70.8723	0	0
ENSGALT00000104847.1	303	72.4551	0	0
ENSGALT00000108026.1	303	72.4551	0	0
ENSGALT00000103665.1	303	72.4551	0	0
ENSGALT00000105628.1	303	72.4551	0	0
ENSGALT00000097081.1	300	70.8723	0	0
ENSGALT00000105645.1	291	66.4284	8.0993	7.7019
ENSGALT00000098506.1	300	70.8723	0	0
ENSGALT00000096927.1	303	72.4551	13.4295	11.7083
ENSGALT00000105629.1	303	72.4551	0	0
ENSGALT00000093613.1	300	70.8723	20.2255	18.0272
ENSGALT00000099537.1	303	72.4551	0	0
ENSGALT00000092633.1	303	72.4551	0	0
ENSGALT00000104205.1	303	72.4551	0	0
ENSGALT00000108182.1	303	72.4551	0	0
ENSGALT00000091267.1	303	72.4551	0	0
ENSGALT00000101555.1	303	72.4551	0	0
ENSGALT00000103901.1	303	72.4551	0	0
ENSGALT00000106578.1	303	72.4551	0	0
ENSGALT00000093220.1	348	97.8567	224	144.598
ENSGALT00000080481.1	975	684.548	2398	221.284
