target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	41.8715	0	0
ENSGALT00000092144.1	105	66.2159	0	0
ENSGALT00000097599.1	99	62.516	1	0.508819
ENSGALT00000096074.1	282	41.8715	0	0
ENSGALT00000093123.1	285	42.6895	0	0
ENSGALT00000095759.1	297	46.2695	2	1.37496
ENSGALT00000098150.1	207	36.5191	1.19884	1.04423
ENSGALT00000088071.2	171	45.8446	0	0
ENSGALT00000101747.1	111	70.4549	0	0
ENSGALT00000034018.5	285	42.6895	3.45069	2.57123
ENSGALT00000098775.1	282	41.8715	1	0.759689
ENSGALT00000105314.1	288	43.5539	9.33379	6.81688
ENSGALT00000103186.1	204	36.9042	4	3.44777
ENSGALT00000095006.1	282	41.8715	3.87833	2.94633
ENSGALT00000093599.1	297	46.2695	31.3852	21.5767
ENSGALT00000106599.1	288	43.5539	7.61479	5.56142
ENSGALT00000106076.1	288	43.5539	9.16909	6.69659
ENSGALT00000092569.1	207	36.5191	0	0
ENSGALT00000097506.1	282	41.8715	2.90609	2.20772
ENSGALT00000102408.1	174	44.3959	0	0
ENSGALT00000085358.2	261	38.28	5.06317	4.20732
ENSGALT00000090665.1	207	36.5191	0	0
ENSGALT00000104147.1	282	41.8715	59	44.8216
ENSGALT00000009519.6	312	51.2576	3205	1988.95
ENSGALT00000107510.1	303	48.0891	0	0
ENSGALT00000102297.1	300	47.1524	1.28809	0.868956
ENSGALT00000106260.1	300	47.1524	0	0
ENSGALT00000091808.1	303	48.0891	4.57994	3.02948
ENSGALT00000107033.1	300	47.1524	0	0
ENSGALT00000093063.1	303	48.0891	7.65504	5.06356
ENSGALT00000093463.1	303	48.0891	3.01535	1.99456
ENSGALT00000097156.1	300	47.1524	0	0
ENSGALT00000107238.1	306	49.1223	1.6562	1.07248
ENSGALT00000103224.1	303	48.0891	20.4083	13.4994
ENSGALT00000076576.2	300	47.1524	2.21791	1.49622
ENSGALT00000100705.1	303	48.0891	15.8545	10.4872
ENSGALT00000095032.1	297	46.2695	23.3616	16.0606
ENSGALT00000095957.1	300	47.1524	5.12081	3.45453
ENSGALT00000104488.1	291	44.4032	1.6791	1.20287
ENSGALT00000090393.1	300	47.1524	0	0
ENSGALT00000107783.1	300	47.1524	0.73823	0.498015
ENSGALT00000101333.1	300	47.1524	0	0
ENSGALT00000105767.1	300	47.1524	0	0
ENSGALT00000103134.1	303	48.0891	0	0
ENSGALT00000091408.1	300	47.1524	0	0
ENSGALT00000097586.1	300	47.1524	0	0
ENSGALT00000091033.1	303	48.0891	34.7775	23.0041
ENSGALT00000107771.1	300	47.1524	0	0
ENSGALT00000106915.1	303	48.0891	0	0
ENSGALT00000091553.1	303	48.0891	1.51292	1.00075
ENSGALT00000093743.1	303	48.0891	0	0
ENSGALT00000106326.1	303	48.0891	1.28766	0.851748
ENSGALT00000095681.1	300	47.1524	14.7502	9.95061
ENSGALT00000106995.1	300	47.1524	0	0
ENSGALT00000100646.1	300	47.1524	9.86598	6.65566
ENSGALT00000096595.1	303	48.0891	40.9047	27.0571
ENSGALT00000097847.1	300	47.1524	0	0
ENSGALT00000105763.1	303	48.0891	1.08607	0.718402
ENSGALT00000101575.1	300	47.1524	0	0
ENSGALT00000107864.1	303	48.0891	0	0
ENSGALT00000105971.1	300	47.1524	0	0
ENSGALT00000095502.1	303	48.0891	1.08607	0.718402
ENSGALT00000092747.1	300	47.1524	0	0
ENSGALT00000091562.1	306	49.1223	1.6562	1.07248
ENSGALT00000094104.1	303	48.0891	20.4083	13.4994
ENSGALT00000090412.1	303	48.0891	1.03835	0.686838
ENSGALT00000101020.1	303	48.0891	15.8545	10.4872
ENSGALT00000102707.1	303	48.0891	0	0
ENSGALT00000093555.1	303	48.0891	1.74366	1.15338
ENSGALT00000096330.1	300	47.1524	2.28481	1.54135
ENSGALT00000096025.1	300	47.1524	0	0
ENSGALT00000107692.1	300	47.1524	0	0
ENSGALT00000105196.1	303	48.0891	0	0
ENSGALT00000093144.1	300	47.1524	0	0
ENSGALT00000095235.1	300	47.1524	0.73823	0.498015
