target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	41.0519	0	0
ENSGALT00000092144.1	105	64.4622	0	0
ENSGALT00000097599.1	99	59.5128	0	0
ENSGALT00000096074.1	282	41.0519	0	0
ENSGALT00000093123.1	285	42.0133	0	0
ENSGALT00000095759.1	297	45.9818	0	0
ENSGALT00000098150.1	207	28.7066	0	0
ENSGALT00000088071.2	171	32.0677	0	0
ENSGALT00000101747.1	111	67.256	0	0
ENSGALT00000034018.5	285	42.0133	0	0
ENSGALT00000098775.1	282	41.0519	0	0
ENSGALT00000105314.1	288	42.9896	0	0
ENSGALT00000103186.1	204	28.5532	0	0
ENSGALT00000095006.1	282	41.0519	0	0
ENSGALT00000093599.1	297	45.9818	1	0.877177
ENSGALT00000106599.1	288	42.9896	8	7.50586
ENSGALT00000106076.1	288	42.9896	0	0
ENSGALT00000092569.1	207	28.7066	0	0
ENSGALT00000097506.1	282	41.0519	0	0
ENSGALT00000102408.1	174	30.9886	0	0
ENSGALT00000085358.2	261	36.2441	0	0
ENSGALT00000090665.1	207	28.7066	0	0
ENSGALT00000104147.1	282	41.0519	12	11.7902
ENSGALT00000009519.6	312	51.6439	811	633.396
ENSGALT00000107510.1	303	48.155	0	0
ENSGALT00000102297.1	300	47.1262	0	0
ENSGALT00000106260.1	300	47.1262	5	4.27938
ENSGALT00000091808.1	303	48.155	0	0
ENSGALT00000107033.1	300	47.1262	0	0
ENSGALT00000093063.1	303	48.155	1	0.837591
ENSGALT00000093463.1	303	48.155	0	0
ENSGALT00000097156.1	300	47.1262	0	0
ENSGALT00000107238.1	306	49.1915	0	0
ENSGALT00000103224.1	303	48.155	0	0
ENSGALT00000076576.2	300	47.1262	0	0
ENSGALT00000100705.1	303	48.155	0.5	0.418795
ENSGALT00000095032.1	297	45.9818	0	0
ENSGALT00000095957.1	300	47.1262	1.44939	1.2405
ENSGALT00000104488.1	291	43.983	1	0.917041
ENSGALT00000090393.1	300	47.1262	0	0
ENSGALT00000107783.1	300	47.1262	7.92189	6.78016
ENSGALT00000101333.1	300	47.1262	0	0
ENSGALT00000105767.1	300	47.1262	1.16845	1.00005
ENSGALT00000103134.1	303	48.155	0	0
ENSGALT00000091408.1	300	47.1262	0	0
ENSGALT00000097586.1	300	47.1262	0	0
ENSGALT00000091033.1	303	48.155	0	0
ENSGALT00000107771.1	300	47.1262	0	0
ENSGALT00000106915.1	303	48.155	0	0
ENSGALT00000091553.1	303	48.155	5	4.18795
ENSGALT00000093743.1	303	48.155	0	0
ENSGALT00000106326.1	303	48.155	7	5.86313
ENSGALT00000095681.1	300	47.1262	0	0
ENSGALT00000106995.1	300	47.1262	0	0
ENSGALT00000100646.1	300	47.1262	0	0
ENSGALT00000096595.1	303	48.155	8	6.70073
ENSGALT00000097847.1	300	47.1262	0	0
ENSGALT00000105763.1	303	48.155	0	0
ENSGALT00000101575.1	300	47.1262	0	0
ENSGALT00000107864.1	303	48.155	0	0
ENSGALT00000105971.1	300	47.1262	0	0
ENSGALT00000095502.1	303	48.155	0	0
ENSGALT00000092747.1	300	47.1262	0	0
ENSGALT00000091562.1	306	49.1915	0	0
ENSGALT00000094104.1	303	48.155	0	0
ENSGALT00000090412.1	303	48.155	1	0.837591
ENSGALT00000101020.1	303	48.155	0.5	0.418795
ENSGALT00000102707.1	303	48.155	0	0
ENSGALT00000093555.1	303	48.155	0	0
ENSGALT00000096330.1	300	47.1262	0	0
ENSGALT00000096025.1	300	47.1262	0	0
ENSGALT00000107692.1	300	47.1262	0	0
ENSGALT00000105196.1	303	48.155	0	0
ENSGALT00000093144.1	300	47.1262	0	0
ENSGALT00000095235.1	300	47.1262	7.92189	6.78016
ENSGALT00000094112.1	300	47.1262	0	0
ENSGALT00000100750.1	303	48.155	0	0
ENSGALT00000105296.1	303	48.155	0	0
ENSGALT00000098355.1	303	48.155	0	0
ENSGALT00000098909.1	300	47.1262	0	0
ENSGALT00000104847.1	303	48.155	0	0
ENSGALT00000108026.1	303	48.155	0	0
ENSGALT00000103665.1	303	48.155	0	0
ENSGALT00000105628.1	303	48.155	0	0
ENSGALT00000097081.1	300	47.1262	0	0
ENSGALT00000105645.1	291	43.983	0	0
ENSGALT00000098506.1	300	47.1262	0	0
ENSGALT00000096927.1	303	48.155	4.46847	3.74275
ENSGALT00000105629.1	303	48.155	0	0
ENSGALT00000093613.1	300	47.1262	0	0
ENSGALT00000099537.1	303	48.155	0	0
ENSGALT00000092633.1	303	48.155	0	0
ENSGALT00000104205.1	303	48.155	0	0
ENSGALT00000108182.1	303	48.155	0	0
ENSGALT00000091267.1	303	48.155	5.0699	4.2465
ENSGALT00000101555.1	303	48.155	0	0
ENSGALT00000103901.1	303	48.155	35	29.3157
ENSGALT00000106578.1	303	48.155	23	19.2646
ENSGALT00000093220.1	348	72.1982	122	68.1564
ENSGALT00000080481.1	975	677.597	198507	11816.2
ENSGALT00000082968.2	1039	741.569	161456	8781.65
ENSGALT00000053568.1	1548	1250.57	1.26793e+06	40894.3
ENSGALT00000054328.1	684	387.78	374428	38945.4
ENSGALT00000054361.1	165	34.4722	2732	3196.58
ENSGALT00000076413.1	684	387.78	162604	16912.9
ENSGALT00000061564.1	784	487.239	753786	62399.3
ENSGALT00000049217.1	351	74.2658	44754	24306.2
ENSGALT00000079811.1	297	45.9818	6939	6086.73
ENSGALT00000063913.1	1378	1080.57	182459	6810.61
ENSGALT00000047001.1	1818	1520.57	163992	4350.01
ENSGALT00000053400.1	1143	845.569	228806	10914.2
ENSGALT00000068151.1	522	227.852	7556	1337.56
ENSGALT00000015774.6	2848	2550.57	482	7.62226
ENSGALT00000107714.1	192	28.0583	0	0
ENSGALT00000087687.2	2219	1921.57	1135.14	23.8268
ENSGALT00000007277.3	2291	1993.57	2661.86	53.8552
ENSGALT00000016200.6	2519	2221.57	1786	32.4261
ENSGALT00000057018.2	2043	1745.57	411.212	9.50173
ENSGALT00000064690.2	2193	1895.57	67.5955	1.43831
ENSGALT00000103853.1	2238	1940.57	0	0
ENSGALT00000095972.1	1968	1670.57	27.1921	0.656525
ENSGALT00000052654.2	3495	3197.57	2431	30.6647
ENSGALT00000061915.3	970	672.597	466	27.945
ENSGALT00000033572.5	2547	2249.57	223	3.99833
ENSGALT00000076955.2	2058	1760.57	0	0
ENSGALT00000107965.1	2460	2162.57	1802.35	33.6157
ENSGALT00000080793.2	1206	908.569	1709.04	75.8696
ENSGALT00000001657.6	1354	1056.57	1205.75	46.0291
ENSGALT00000038720.4	2784	2486.57	232.252	3.76732
ENSGALT00000064754.2	2359	2061.57	4751	92.9524
ENSGALT00000096825.1	3212	2914.57	1669.19	23.0997
ENSGALT00000089429.2	1386	1088.57	73	2.70483
ENSGALT00000085779.2	1599	1301.57	90	2.789
ENSGALT00000057265.2	1520	1222.57	274.396	9.05268
ENSGALT00000069945.2	1266	968.569	289.98	12.0757
ENSGALT00000093812.1	1700	1402.57	1031.91	29.675
ENSGALT00000017109.6	1577	1279.57	140.716	4.4356
ENSGALT00000103291.1	2658	2360.57	22.7817	0.389263
ENSGALT00000084934.2	2580	2282.57	0	0
ENSGALT00000095264.1	2724	2426.57	0	0
ENSGALT00000093947.1	2976	2678.57	7.21828	0.108694
ENSGALT00000005824.5	3364	3066.57	8840.78	116.282
ENSGALT00000069539.2	1440	1142.57	326.217	11.5159
ENSGALT00000092213.1	165	34.4722	0	0
ENSGALT00000044892.3	417	127.664	1.14874	0.362932
ENSGALT00000015470.6	1305	1007.57	860	34.4268
ENSGALT00000094180.1	3408	3110.57	653.602	8.47514
ENSGALT00000093577.1	3924	3626.57	1953	21.721
ENSGALT00000094724.1	3282	2984.57	732.965	9.90547
ENSGALT00000101384.1	4524	4226.57	1340.17	12.7892
ENSGALT00000068770.2	2865	2567.57	638.925	10.0369
ENSGALT00000091629.1	1637	1339.57	86.3452	2.59984
ENSGALT00000100108.1	957	659.624	0	0
ENSGALT00000003008.6	2586	2288.57	115	2.02678
ENSGALT00000102256.1	2454	2156.57	0	0
ENSGALT00000071948.2	2889	2591.57	46	0.715927
ENSGALT00000083823.2	222	29.9864	0	0
ENSGALT00000027260.6	2443	2145.57	1994.54	37.495
ENSGALT00000095138.1	2468	2170.57	193.796	3.60118
ENSGALT00000104589.1	3532	3234.57	104.665	1.30515
ENSGALT00000087385.2	1551	1253.57	1	0.0321755
ENSGALT00000018638.6	1513	1215.57	1875	62.215
ENSGALT00000045316.3	7707	7409.57	1543	8.39937
ENSGALT00000098841.1	7617	7319.57	0	0
ENSGALT00000000935.5	1442	1144.57	1880	66.2505
ENSGALT00000013776.6	1989	1691.57	848	20.2199
ENSGALT00000059809.2	2757	2459.57	16.978	0.27842
ENSGALT00000084956.2	2278	1980.57	617.916	12.5838
ENSGALT00000044371.3	1765	1467.57	189.332	5.20353
ENSGALT00000000945.6	1823	1525.57	0	0
ENSGALT00000102455.1	2037	1739.57	543.615	12.6044
ENSGALT00000058192.2	1765	1467.57	327.236	8.99365
ENSGALT00000046006.3	1479	1181.57	672	22.9395
ENSGALT00000053946.2	2102	1804.57	447	9.99097
ENSGALT00000066342.2	2295	1997.57	2134	43.089
ENSGALT00000051780.2	3429	3131.57	785	10.1107
ENSGALT00000039145.3	540	245.503	2135	350.763
ENSGALT00000048854.2	2589	2291.57	1641.39	28.8904
ENSGALT00000016196.3	584	288.684	4.66831	0.652244
ENSGALT00000106875.1	1899	1601.57	148	3.72726
ENSGALT00000107518.1	1163	865.569	74	3.44829
ENSGALT00000074365.2	1347	1049.57	96.4834	3.70779
ENSGALT00000038301.4	1485	1187.57	61.4688	2.08771
ENSGALT00000088781.2	1787	1489.57	360.048	9.74929
ENSGALT00000013516.6	1240	942.569	1452	62.1337
ENSGALT00000042658.4	3273	2975.57	2240	30.3635
ENSGALT00000105272.1	1990	1692.57	27	0.643415
ENSGALT00000092110.1	511	217.098	0	0
ENSGALT00000017089.6	2184	1886.57	36	0.769668
ENSGALT00000000932.5	2974	2676.57	999	15.0543
ENSGALT00000070090.2	1842	1544.57	973	25.4085
ENSGALT00000077983.2	2568	2270.57	16.022	0.284614
ENSGALT00000015524.6	2370	2072.57	454	8.83528
ENSGALT00000063478.2	1492	1194.57	792.196	26.7482
ENSGALT00000085126.2	3792	3494.57	2055.97	23.73
ENSGALT00000000700.6	1559	1261.57	14.8338	0.474257
ENSGALT00000095508.1	1245	947.569	16626.7	707.733
ENSGALT00000036535.4	1460	1162.57	558.252	19.368
ENSGALT00000092377.1	1350	1052.57	175.017	6.70659
ENSGALT00000104831.1	360	80.5225	0	0
ENSGALT00000089696.2	1739	1441.57	1752.98	49.0473
ENSGALT00000078926.2	2568	2270.57	49	0.870432
ENSGALT00000013511.6	2586	2288.57	210.992	3.71857
ENSGALT00000105318.1	3555	3257.57	316.008	3.91271
ENSGALT00000091517.1	2963	2665.57	0	0
ENSGALT00000097952.1	1886	1588.57	891	22.6227
ENSGALT00000043593.3	2213	1915.57	215	4.52704
ENSGALT00000001687.6	2946	2648.57	515	7.84277
ENSGALT00000090727.1	5952	5654.57	12.8436	0.0916135
ENSGALT00000105286.1	4293	3995.57	261.156	2.6363
ENSGALT00000099259.1	5734	5436.57	0	0
ENSGALT00000103732.1	1444	1146.57	55.0305	1.93587
ENSGALT00000093504.1	360	80.5225	0	0
ENSGALT00000014035.5	5449	5151.57	5478	42.89
ENSGALT00000046993.3	759	462.326	239.957	20.9343
ENSGALT00000057339.2	1310	1012.57	493.043	19.6396
ENSGALT00000101995.1	2125	1827.57	174.728	3.85623
ENSGALT00000084738.2	2462	2164.57	390.481	7.27615
ENSGALT00000013715.7	1862	1564.57	498.286	12.8457
ENSGALT00000047226.2	963	665.61	66.6169	4.03681
ENSGALT00000097844.1	963	665.61	66.6169	4.03681
ENSGALT00000000929.5	864	567.003	54	3.84133
ENSGALT00000027978.5	4778	4480.57	4443	39.996
ENSGALT00000015509.6	1045	747.569	566	30.5379
ENSGALT00000011326.6	1607	1309.57	3751	115.529
ENSGALT00000098553.1	1798	1500.57	274	7.36492
ENSGALT00000027257.6	2413	2115.57	3816.77	72.7683
ENSGALT00000099288.1	2671	2373.57	92.2294	1.56726
ENSGALT00000054845.2	1107	809.569	20	0.996437
ENSGALT00000043807.3	1556	1258.57	93	2.98043
ENSGALT00000050158.2	1744	1446.57	586.755	16.3603
ENSGALT00000105330.1	2299	2001.57	25.245	0.50872
ENSGALT00000106006.1	1818	1520.57	0	0
ENSGALT00000026684.6	2811	2513.57	4095	65.7108
ENSGALT00000092104.1	7542	7244.57	12.1402	0.0675909
ENSGALT00000093098.1	189	28.4348	0	0
ENSGALT00000000680.6	1224	926.569	0	0
ENSGALT00000097651.1	963	665.61	198.933	12.0548
ENSGALT00000107057.1	1029	731.569	24	1.32321
ENSGALT00000079361.2	3788	3490.57	1260.86	14.5695
ENSGALT00000078382.2	3806	3508.57	0	0
ENSGALT00000065061.2	3746	3448.57	928.178	10.8559
ENSGALT00000106787.1	3722	3424.57	14.8862	0.175328
ENSGALT00000100754.1	3719	3421.57	0	0
ENSGALT00000095441.1	3686	3388.57	712.542	8.4814
ENSGALT00000038693.4	3674	3376.57	350.984	4.19261
ENSGALT00000100249.1	3614	3316.57	89.5532	1.0891
ENSGALT00000092058.1	162	37.2863	0	0
ENSGALT00000091508.1	2619	2321.57	10.0024	0.173779
ENSGALT00000024931.6	2613	2315.57	275.998	4.80752
ENSGALT00000001693.5	1268	970.569	55	2.28565
ENSGALT00000076033.3	2192	1894.57	36.0696	0.767899
ENSGALT00000056157.2	1583	1285.57	208.276	6.53457
ENSGALT00000022671.6	1553	1255.57	0	0
ENSGALT00000022669.6	3269	2971.57	412.428	5.59803
ENSGALT00000077257.3	6535	6237.57	481	3.11031
ENSGALT00000053447.2	5667	5369.57	0	0
ENSGALT00000073731.2	5066	4768.57	509.913	4.31302
ENSGALT00000047406.2	5081	4783.57	426.087	3.59269
ENSGALT00000033012.3	2751	2453.57	969.428	15.9364
ENSGALT00000102940.1	1584	1286.57	1078.57	33.8135
ENSGALT00000106406.1	3239	2941.57	54.3683	0.745487
ENSGALT00000002535.5	2067	1769.57	38	0.866143
ENSGALT00000103515.1	1550	1252.57	617.235	19.8757
ENSGALT00000096794.1	3139	2841.57	58.7653	0.834134
ENSGALT00000013744.5	2877	2579.57	1259	19.6858
ENSGALT00000098461.1	1183	885.569	0	0
ENSGALT00000092256.1	2487	2189.57	457	8.41843
ENSGALT00000076429.2	1743	1445.57	167	4.65963
ENSGALT00000045785.4	1161	863.569	0	0
ENSGALT00000093449.1	171	32.0677	0	0
ENSGALT00000104155.1	1214	916.569	0	0
ENSGALT00000073756.2	1098	800.569	0	0
ENSGALT00000095034.1	4773	4475.57	31.9648	0.28807
ENSGALT00000106653.1	4886	4588.57	0	0
ENSGALT00000096704.1	3100	2802.57	149.569	2.15257
ENSGALT00000030546.4	2272	1974.57	112.467	2.29734
ENSGALT00000000599.5	2263	1965.57	4064	83.3948
ENSGALT00000002918.5	2084	1786.57	153	3.45418
ENSGALT00000015501.6	1362	1064.57	1709	64.7503
ENSGALT00000011301.6	918	620.727	423.114	27.4935
ENSGALT00000052521.2	2595	2297.57	673.886	11.8302
ENSGALT00000048401.2	3073	2775.57	623	9.05336
ENSGALT00000090838.1	165	34.4722	0	0
ENSGALT00000101248.1	222	29.9864	0	0
ENSGALT00000072908.2	3049	2751.57	165.807	2.4305
ENSGALT00000062361.2	2241	1943.57	40.1934	0.834119
ENSGALT00000048787.2	2273	1975.57	0	0
ENSGALT00000096470.1	4310	4012.57	88.0211	0.884785
ENSGALT00000094235.1	3625	3327.57	0	0
ENSGALT00000091789.1	3611	3313.57	0	0
ENSGALT00000105232.1	3874	3576.57	0	0
ENSGALT00000095666.1	3979	3681.57	628.59	6.88665
ENSGALT00000101173.1	3697	3399.57	28.3886	0.336817
ENSGALT00000018603.6	3847	3549.57	1.06095e-06	1.20558e-08
ENSGALT00000056798.2	782	485.239	5075	421.846
ENSGALT00000064544.2	1759	1461.57	229	6.3196
ENSGALT00000000598.3	1935	1637.57	2035	50.1231
