target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	41.8779	0	0
ENSGALT00000092144.1	105	64.6931	0	0
ENSGALT00000097599.1	99	62.0615	0	0
ENSGALT00000096074.1	282	41.8779	10	10.025
ENSGALT00000093123.1	285	42.5431	0	0
ENSGALT00000095759.1	297	45.486	2	1.84596
ENSGALT00000098150.1	207	38.5494	5	5.4453
ENSGALT00000088071.2	171	47.7179	0	0
ENSGALT00000101747.1	111	68.9897	0	0
ENSGALT00000034018.5	285	42.5431	33	32.5653
ENSGALT00000098775.1	282	41.8779	0	0
ENSGALT00000105314.1	288	43.2223	0	0
ENSGALT00000103186.1	204	38.4377	13	14.199
ENSGALT00000095006.1	282	41.8779	3.38337	3.39184
ENSGALT00000093599.1	297	45.486	4.11598	3.79897
ENSGALT00000106599.1	288	43.2223	128	124.329
ENSGALT00000106076.1	288	43.2223	5.61663	5.45555
ENSGALT00000092569.1	207	38.5494	0	0
ENSGALT00000097506.1	282	41.8779	8	8.02003
ENSGALT00000102408.1	174	46.3614	3	2.71666
ENSGALT00000085358.2	261	38.4718	1	1.09126
ENSGALT00000090665.1	207	38.5494	0	0
ENSGALT00000104147.1	282	41.8779	28.884	28.9563
ENSGALT00000009519.6	312	50.1492	3950	3306.76
ENSGALT00000107510.1	303	47.3299	1.19135	1.05676
ENSGALT00000102297.1	300	46.3022	21.3669	19.3736
ENSGALT00000106260.1	300	46.3022	0	0
ENSGALT00000091808.1	303	47.3299	11.4813	10.1842
ENSGALT00000107033.1	300	46.3022	1.05549	0.957024
ENSGALT00000093063.1	303	47.3299	0	0
ENSGALT00000093463.1	303	47.3299	9.74922	8.64778
ENSGALT00000097156.1	300	46.3022	0	0
ENSGALT00000107238.1	306	48.2366	0.863343	0.751409
ENSGALT00000103224.1	303	47.3299	15.6393	13.8724
ENSGALT00000076576.2	300	46.3022	16.171	14.6624
ENSGALT00000100705.1	303	47.3299	4.37291	3.87887
ENSGALT00000095032.1	297	45.486	1.00346	0.926172
ENSGALT00000095957.1	300	46.3022	14.6432	13.2772
ENSGALT00000104488.1	291	43.957	0	0
ENSGALT00000090393.1	300	46.3022	0	0
ENSGALT00000107783.1	300	46.3022	0	0
ENSGALT00000101333.1	300	46.3022	7.33218	6.64816
ENSGALT00000105767.1	300	46.3022	0	0
ENSGALT00000103134.1	303	47.3299	2.28211e-06	2.02429e-06
ENSGALT00000091408.1	300	46.3022	0	0
ENSGALT00000097586.1	300	46.3022	2.92141	2.64888
ENSGALT00000091033.1	303	47.3299	0	0
ENSGALT00000107771.1	300	46.3022	0	0
ENSGALT00000106915.1	303	47.3299	0	0
ENSGALT00000091553.1	303	47.3299	1.35736	1.20401
ENSGALT00000093743.1	303	47.3299	1.26659	1.12349
ENSGALT00000106326.1	303	47.3299	0	0
ENSGALT00000095681.1	300	46.3022	7.82889	7.09854
ENSGALT00000106995.1	300	46.3022	0	0
ENSGALT00000100646.1	300	46.3022	12.108	10.9784
ENSGALT00000096595.1	303	47.3299	7.39416	6.55879
ENSGALT00000097847.1	300	46.3022	0	0
ENSGALT00000105763.1	303	47.3299	2.40395	2.13236
ENSGALT00000101575.1	300	46.3022	0	0
ENSGALT00000107864.1	303	47.3299	1.54094	1.36685
ENSGALT00000105971.1	300	46.3022	0	0
ENSGALT00000095502.1	303	47.3299	2.40395	2.13236
ENSGALT00000092747.1	300	46.3022	0	0
ENSGALT00000091562.1	306	48.2366	0.863343	0.751409
ENSGALT00000094104.1	303	47.3299	15.6393	13.8724
ENSGALT00000090412.1	303	47.3299	0	0
ENSGALT00000101020.1	303	47.3299	0	0
ENSGALT00000102707.1	303	47.3299	0	0
ENSGALT00000093555.1	303	47.3299	1.83356	1.62641
ENSGALT00000096330.1	300	46.3022	6.97301	6.32249
ENSGALT00000096025.1	300	46.3022	0	0
ENSGALT00000107692.1	300	46.3022	0	0
ENSGALT00000105196.1	303	47.3299	2.28211e-06	2.02429e-06
ENSGALT00000093144.1	300	46.3022	0	0
ENSGALT00000095235.1	300	46.3022	0	0
ENSGALT00000094112.1	300	46.3022	0	0
ENSGALT00000100750.1	303	47.3299	11.0896	9.83669
ENSGALT00000105296.1	303	47.3299	0	0
ENSGALT00000098355.1	303	47.3299	3.75476	3.33056
