target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	57.5831	3	3.14211
ENSGALT00000092144.1	105	58.2963	0	0
ENSGALT00000097599.1	99	55.7087	0	0
ENSGALT00000096074.1	282	57.5831	0	0
ENSGALT00000093123.1	285	58.8288	1	1.02519
ENSGALT00000095759.1	297	63.923	0	0
ENSGALT00000098150.1	207	30.0117	0	0
ENSGALT00000088071.2	171	20.2637	0	0
ENSGALT00000101747.1	111	62.5252	0	0
ENSGALT00000034018.5	285	58.8288	0	0
ENSGALT00000098775.1	282	57.5831	0	0
ENSGALT00000105314.1	288	59.999	0	0
ENSGALT00000103186.1	204	29.1256	0	0
ENSGALT00000095006.1	282	57.5831	0	0
ENSGALT00000093599.1	297	63.923	0	0
ENSGALT00000106599.1	288	59.999	2	2.01039
ENSGALT00000106076.1	288	59.999	0	0
ENSGALT00000092569.1	207	30.0117	0	0
ENSGALT00000097506.1	282	57.5831	0	0
ENSGALT00000102408.1	174	20.6872	0	0
ENSGALT00000085358.2	261	49.1083	0	0
ENSGALT00000090665.1	207	30.0117	0	0
ENSGALT00000104147.1	282	57.5831	12	12.5684
ENSGALT00000009519.6	312	71.15	72	61.0312
ENSGALT00000107510.1	303	66.5606	0	0
ENSGALT00000102297.1	300	65.2324	0	0
ENSGALT00000106260.1	300	65.2324	0	0
ENSGALT00000091808.1	303	66.5606	0	0
ENSGALT00000107033.1	300	65.2324	0	0
ENSGALT00000093063.1	303	66.5606	0	0
ENSGALT00000093463.1	303	66.5606	0	0
ENSGALT00000097156.1	300	65.2324	0	0
ENSGALT00000107238.1	306	68.1237	0	0
ENSGALT00000103224.1	303	66.5606	0	0
ENSGALT00000076576.2	300	65.2324	0	0
ENSGALT00000100705.1	303	66.5606	0	0
ENSGALT00000095032.1	297	63.923	1.09175	1.03006
ENSGALT00000095957.1	300	65.2324	9.01003	8.33023
ENSGALT00000104488.1	291	61.3549	0	0
ENSGALT00000090393.1	300	65.2324	0	0
ENSGALT00000107783.1	300	65.2324	0	0
ENSGALT00000101333.1	300	65.2324	0	0
ENSGALT00000105767.1	300	65.2324	0	0
ENSGALT00000103134.1	303	66.5606	0	0
ENSGALT00000091408.1	300	65.2324	0	0
ENSGALT00000097586.1	300	65.2324	0	0
ENSGALT00000091033.1	303	66.5606	0	0
ENSGALT00000107771.1	300	65.2324	0	0
ENSGALT00000106915.1	303	66.5606	0	0
ENSGALT00000091553.1	303	66.5606	0	0
ENSGALT00000093743.1	303	66.5606	0	0
ENSGALT00000106326.1	303	66.5606	0	0
ENSGALT00000095681.1	300	65.2324	0	0
ENSGALT00000106995.1	300	65.2324	0	0
ENSGALT00000100646.1	300	65.2324	0	0
ENSGALT00000096595.1	303	66.5606	0	0
ENSGALT00000097847.1	300	65.2324	0	0
ENSGALT00000105763.1	303	66.5606	0	0
ENSGALT00000101575.1	300	65.2324	0	0
ENSGALT00000107864.1	303	66.5606	0	0
ENSGALT00000105971.1	300	65.2324	0	0
ENSGALT00000095502.1	303	66.5606	0	0
ENSGALT00000092747.1	300	65.2324	0	0
ENSGALT00000091562.1	306	68.1237	0	0
ENSGALT00000094104.1	303	66.5606	0	0
ENSGALT00000090412.1	303	66.5606	0	0
ENSGALT00000101020.1	303	66.5606	0	0
ENSGALT00000102707.1	303	66.5606	0	0
ENSGALT00000093555.1	303	66.5606	0	0
ENSGALT00000096330.1	300	65.2324	0	0
