target_id	length	eff_length	est_counts	tpm
ENSGALT00000103863.1	282	45.5592	0	0
ENSGALT00000092144.1	105	57.8469	0	0
ENSGALT00000097599.1	99	55.3913	0	0
ENSGALT00000096074.1	282	45.5592	0	0
ENSGALT00000093123.1	285	46.4084	0	0
ENSGALT00000095759.1	297	50.1919	0	0
ENSGALT00000098150.1	207	28.2593	0	0
ENSGALT00000088071.2	171	23.3815	0	0
ENSGALT00000101747.1	111	61.5392	0	0
ENSGALT00000034018.5	285	46.4084	0	0
ENSGALT00000098775.1	282	45.5592	0	0
ENSGALT00000105314.1	288	47.2439	0	0
ENSGALT00000103186.1	204	27.5261	0	0
ENSGALT00000095006.1	282	45.5592	0	0
ENSGALT00000093599.1	297	50.1919	0	0
ENSGALT00000106599.1	288	47.2439	0	0
ENSGALT00000106076.1	288	47.2439	0	0
ENSGALT00000092569.1	207	28.2593	0	0
ENSGALT00000097506.1	282	45.5592	0	0
ENSGALT00000102408.1	174	23.228	0	0
ENSGALT00000085358.2	261	39.6519	0	0
ENSGALT00000090665.1	207	28.2593	0	0
ENSGALT00000104147.1	282	45.5592	0	0
ENSGALT00000009519.6	312	55.6473	15	11.668
ENSGALT00000107510.1	303	52.2504	0	0
ENSGALT00000102297.1	300	51.2461	0	0
ENSGALT00000106260.1	300	51.2461	0	0
ENSGALT00000091808.1	303	52.2504	0	0
ENSGALT00000107033.1	300	51.2461	0	0
ENSGALT00000093063.1	303	52.2504	0	0
ENSGALT00000093463.1	303	52.2504	0	0
ENSGALT00000097156.1	300	51.2461	0	0
ENSGALT00000107238.1	306	53.3007	0	0
ENSGALT00000103224.1	303	52.2504	0	0
ENSGALT00000076576.2	300	51.2461	0	0
ENSGALT00000100705.1	303	52.2504	0	0
ENSGALT00000095032.1	297	50.1919	0	0
ENSGALT00000095957.1	300	51.2461	0	0
ENSGALT00000104488.1	291	48.2471	2	1.79435
ENSGALT00000090393.1	300	51.2461	0	0
ENSGALT00000107783.1	300	51.2461	0	0
ENSGALT00000101333.1	300	51.2461	1	0.844672
ENSGALT00000105767.1	300	51.2461	0	0
ENSGALT00000103134.1	303	52.2504	0	0
ENSGALT00000091408.1	300	51.2461	0	0
ENSGALT00000097586.1	300	51.2461	0	0
ENSGALT00000091033.1	303	52.2504	0	0
ENSGALT00000107771.1	300	51.2461	0	0
ENSGALT00000106915.1	303	52.2504	0	0
ENSGALT00000091553.1	303	52.2504	0	0
ENSGALT00000093743.1	303	52.2504	0	0
ENSGALT00000106326.1	303	52.2504	0	0
ENSGALT00000095681.1	300	51.2461	0	0
ENSGALT00000106995.1	300	51.2461	0	0
ENSGALT00000100646.1	300	51.2461	0	0
ENSGALT00000096595.1	303	52.2504	0	0
ENSGALT00000097847.1	300	51.2461	0	0
ENSGALT00000105763.1	303	52.2504	0	0
ENSGALT00000101575.1	300	51.2461	0	0
ENSGALT00000107864.1	303	52.2504	0	0
ENSGALT00000105971.1	300	51.2461	0	0
ENSGALT00000095502.1	303	52.2504	0	0
ENSGALT00000092747.1	300	51.2461	0	0
ENSGALT00000091562.1	306	53.3007	0	0
ENSGALT00000094104.1	303	52.2504	0	0
ENSGALT00000090412.1	303	52.2504	0	0
ENSGALT00000101020.1	303	52.2504	0	0
ENSGALT00000102707.1	303	52.2504	0	0
ENSGALT00000093555.1	303	52.2504	0	0
ENSGALT00000096330.1	300	51.2461	0	0
ENSGALT00000096025.1	300	51.2461	0	0
ENSGALT00000107692.1	300	51.2461	0	0
ENSGALT00000105196.1	303	52.2504	0	0
ENSGALT00000093144.1	300	51.2461	0	0
ENSGALT00000095235.1	300	51.2461	0	0
ENSGALT00000094112.1	300	51.2461	0	0
ENSGALT00000100750.1	303	52.2504	0	0
ENSGALT00000105296.1	303	52.2504	0	0
ENSGALT00000098355.1	303	52.2504	0	0
ENSGALT00000098909.1	300	51.2461	0	0
ENSGALT00000104847.1	303	52.2504	0	0
ENSGALT00000108026.1	303	52.2504	0	0
ENSGALT00000103665.1	303	52.2504	0	0
ENSGALT00000105628.1	303	52.2504	0	0
ENSGALT00000097081.1	300	51.2461	0	0
ENSGALT00000105645.1	291	48.2471	0	0
ENSGALT00000098506.1	300	51.2461	0	0
ENSGALT00000096927.1	303	52.2504	0	0
ENSGALT00000105629.1	303	52.2504	0	0
ENSGALT00000093613.1	300	51.2461	0	0
ENSGALT00000099537.1	303	52.2504	0	0
ENSGALT00000092633.1	303	52.2504	0	0
ENSGALT00000104205.1	303	52.2504	0	0
ENSGALT00000108182.1	303	52.2504	0	0
ENSGALT00000091267.1	303	52.2504	0	0
ENSGALT00000101555.1	303	52.2504	0	0
ENSGALT00000103901.1	303	52.2504	0	0
ENSGALT00000106578.1	303	52.2504	0	0
ENSGALT00000093220.1	348	74.0782	22	12.8553
ENSGALT00000080481.1	975	677.719	5758	367.765
ENSGALT00000082968.2	1039	741.618	8862	517.249
ENSGALT00000053568.1	1548	1250.62	66573	2304.21
ENSGALT00000054328.1	684	387.264	27550	3079.37
ENSGALT00000054361.1	165	24.8016	90	157.077
ENSGALT00000076413.1	684	387.264	13427	1500.79
ENSGALT00000061564.1	784	487.023	55410	4924.79
ENSGALT00000049217.1	351	75.9169	3345	1907.24
ENSGALT00000079811.1	297	50.1919	401	345.827
ENSGALT00000063913.1	1378	1080.62	7363	294.938
ENSGALT00000047001.1	1818	1520.62	8860	252.21
ENSGALT00000053400.1	1143	845.618	12758	653.066
ENSGALT00000068151.1	522	226.464	1111	212.355
ENSGALT00000015774.6	2848	2550.62	818	13.8821
ENSGALT00000107714.1	192	26.2306	0	0
ENSGALT00000087687.2	2219	1921.62	1613.69	36.3498
ENSGALT00000007277.3	2291	1993.62	1585.31	34.4207
ENSGALT00000016200.6	2519	2221.62	1227	23.9069
ENSGALT00000057018.2	2043	1745.62	197.19	4.88972
ENSGALT00000064690.2	2193	1895.62	194.914	4.45082
ENSGALT00000103853.1	2238	1940.62	0	0
ENSGALT00000095972.1	1968	1670.62	55.8963	1.44829
ENSGALT00000052654.2	3495	3197.62	3709	50.2087
ENSGALT00000061915.3	970	672.719	1451	93.3646
ENSGALT00000033572.5	2547	2249.62	307.507	5.9169
ENSGALT00000076955.2	2058	1760.62	81.4932	2.00357
ENSGALT00000107965.1	2460	2162.62	3421.12	68.4758
ENSGALT00000080793.2	1206	908.618	725.111	34.5439
ENSGALT00000001657.6	1354	1056.62	2387.22	97.7963
ENSGALT00000038720.4	2784	2486.62	168.784	2.93812
ENSGALT00000064754.2	2359	2061.62	5677	119.195
ENSGALT00000096825.1	3212	2914.62	1481	21.9949
ENSGALT00000089429.2	1386	1088.62	78	3.10147
ENSGALT00000085779.2	1599	1301.62	87.0272	2.89414
ENSGALT00000057265.2	1520	1222.62	907.521	32.1303
ENSGALT00000069945.2	1266	968.618	732.698	32.7432
ENSGALT00000093812.1	1700	1402.62	1671.8	51.5933
ENSGALT00000017109.6	1577	1279.62	104.981	3.55123
ENSGALT00000103291.1	2658	2360.62	0	0
ENSGALT00000084934.2	2580	2282.62	22	0.417194
ENSGALT00000095264.1	2724	2426.62	0	0
ENSGALT00000093947.1	2976	2678.62	0	0
ENSGALT00000005824.5	3364	3066.62	10078.5	142.26
ENSGALT00000069539.2	1440	1142.62	902.512	34.1901
ENSGALT00000092213.1	165	24.8016	0	0
ENSGALT00000044892.3	417	126.897	23.8707	8.14256
ENSGALT00000015470.6	1305	1007.62	702	30.1571
ENSGALT00000094180.1	3408	3110.62	1939.5	26.9893
ENSGALT00000093577.1	3924	3626.62	2260.39	26.9792
ENSGALT00000094724.1	3282	2984.62	1013.47	14.6984
ENSGALT00000101384.1	4524	4226.62	1026.09	10.5086
ENSGALT00000068770.2	2865	2567.62	1144.01	19.2863
ENSGALT00000091629.1	1637	1339.62	37.5361	1.21288
ENSGALT00000100108.1	957	659.733	0	0
ENSGALT00000003008.6	2586	2288.62	423	8.00047
ENSGALT00000102256.1	2454	2156.62	0	0
ENSGALT00000071948.2	2889	2591.62	324	5.41156
ENSGALT00000083823.2	222	31.1555	0	0
ENSGALT00000027260.6	2443	2145.62	1665.41	33.5984
ENSGALT00000095138.1	2468	2170.62	110.842	2.2104
ENSGALT00000104589.1	3532	3234.62	49.7441	0.665682
ENSGALT00000087385.2	1551	1253.62	19	0.65605
ENSGALT00000018638.6	1513	1215.62	1767	62.9199
